drugbank_id	chebi_id	MeSH
DB00524	64354	D008788
DB00525	9620	D014047
DB00526	16995	C030110
DB00526	30623	C030110
DB00526	46904	C030110
DB00526	49836	C030110
DB00527	247956	D003992
DB00527	59735	D003992
DB00529	127780	D017245
DB00529	141644	D017245
DB00529	60268	D017245
DB00529	60269	D017245
DB00530	114785	D000069347
DB00530	53509	D000069347
DB00531	4026	D003520
DB00531	4027	D003520
DB00533	8887	C116926
DB00534	17883	D002717
DB00534	17996	D002717
DB00534	59445	D002717
DB00534	59462	D002717
DB00535	3485	C056814
DB00536	30087	D019791
DB00536	42820	D019791
DB00537	100241	D002939
DB00538	31644	C112666
DB00538	49618	C112666
DB00539	9635	D017312
DB00540	7640	D009661
DB00541	28445	D014750
DB00542	3011	C044946
DB00543	2675	D000657
DB00544	46345	D005472
DB00546	251412	C074080
DB00546	251412	C039668
DB00547	691037	D003899
DB00548	48131	C010038
DB00548	78208	C010038
DB00549	10100	C062735
DB00550	8502	D011441
DB00551	27777	C006358
DB00551	49029	C006358
DB00553	18358	D008730
DB00554	8249	C057291
DB00554	8249	C065946
DB00554	8249	D010894
DB00555	6367	C047781
DB00556	31980	C042852
DB00557	31680	D006919
DB00557	5818	D006919
DB00557	5819	D006919
DB00558	50663	D053243
DB00559	31300	C086232
DB00559	51450	C086232
DB00560	149836	C087533
DB00560	149836	C119092
DB00561	31520	D004315
DB00561	59837	D004315
DB00561	59842	D004315
DB00561	59843	D004315
DB00561	681848	D004315
DB00562	3047	C004463
DB00563	44185	D008727
DB00563	50680	D008727
DB00563	50681	D008727
DB00564	3387	D002220
DB00565	2914	C101584
DB00565	2915	C101584
DB00565	3721	C101584
DB00565	64455	C101584
DB00565	64457	C101584
DB00566	63623	D004113
DB00567	3534	D002506
DB00567	3535	D002506
DB00567	59390	D002506
DB00567	59392	D002506
DB00568	31403	D002936
DB00569	29101	C049714
DB00569	29101	C438268
DB00569	31632	C049714
DB00569	31632	C438268
DB00569	61033	C049714
DB00569	61033	C438268
DB00569	61038	C049714
DB00569	61038	C438268
DB00570	27375	D014747
DB00570	9984	D014747
DB00571	51161	D011433
DB00571	8499	D011433
DB00571	8500	D011433
DB00571	8736	D011433
DB00572	16684	D001285
DB00572	17486	D001285
DB00572	48882	D001285
DB00572	57858	D001285
DB00572	58164	D001285
DB00572	78734	D001285
DB00573	5004	D005279
DB00573	5005	D005279
DB00573	5010	D005279
DB00573	60566	D005279
DB00574	439329	D005277
DB00574	5000	D005277
DB00574	521051	D005277
DB00574	59729	D005277
DB00574	59730	D005277
DB00575	3757	D003000
DB00575	46632	D003000
DB00576	9331	D013419
DB00577	35854	C084555
DB00578	3393	C100244
DB00578	3393	D002228
DB00578	3393	D002323
DB00578	34609	C100244
DB00578	34609	D002228
DB00578	34609	D002323
DB00578	51897	C100244
DB00578	51897	D002228
DB00578	51897	D002323
DB00580	63634	C406224
DB00581	6359	D007792
DB00581	79286	D007792
DB00582	10023	D065819
DB00583	11060	D002331
DB00583	16347	D002331
DB00583	17126	D002331
DB00583	3424	D002331
DB00583	39547	D002331
DB00583	51453	D002331
DB00584	4784	D004656
DB00584	4785	D004656
DB00585	7601	D016567
DB00586	47381	C064142
DB00586	47381	D004008
DB00586	48311	C064142
DB00586	48311	D004008
DB00587	126598	C071436
DB00588	31441	D000068298
DB00589	31776	D008090
DB00589	51164	D008090
DB00590	4708	D017292
DB00590	4709	D017292
DB00591	31623	D005446
DB00592	28568	C034930
DB00592	28568	C006589
DB00593	4887	D005013
DB00593	60354	D005013
DB00593	60355	D005013
DB00594	2639	D000584
DB00594	2640	D000584
DB00594	84743	D000584
DB00594	84745	D000584
DB00595	27701	D010118
DB00597	31643	C062402
DB00597	37387	C062402
DB00597	37388	C062402
DB00597	41974	C062402
DB00597	49618	C062402
DB00598	6343	D007741
DB00599	102166	D013874
DB00599	61485	D013874
DB00599	9561	D013874
DB00600	34380	C006429
DB00601	63607	D000069349
DB00602	63941	D007559
DB00602	63943	D007559
DB00603	6716	D008525
DB00603	6716	D017258
DB00604	3720	D020117
DB00605	9352	D013467
DB00606	31448	C004639
DB00607	51918	D009254
DB00607	51919	D009254
DB00607	7447	D009254
DB00607	7448	D009254
DB00608	3638	C023676
DB00608	3638	D002738
DB00608	39254	C023676
DB00608	39254	D002738
DB00608	48811	C023676
DB00608	48811	D002738
DB00608	50178	C023676
DB00608	50178	D002738
DB00609	4885	D005000
DB00610	6794	D008680
DB00610	6795	D008680
DB00611	3242	D002077
DB00611	3243	D002077
DB00612	3127	D017298
DB00612	3128	D017298
DB00613	2674	D000655
DB00613	50652	D000655
DB00614	5195	D005664
DB00615	45367	D017828
DB00616	3353	
DB00618	4392	D003707
DB00618	59725	D003707
DB00619	31690	D000068877
DB00619	45783	D000068877
DB00620	9667	C030262
DB00620	9667	C016150
DB00620	9667	C005900
DB00620	9667	D014221
DB00620	9667	D014222
DB00621	7820	D010074
DB00623	5123	C011825
DB00623	5123	C017610
DB00623	5123	D005476
DB00624	17347	C004648
DB00624	17347	C010792
DB00624	17347	D013739
DB00624	17347	D043343
DB00624	42534	C004648
DB00624	42534	C010792
DB00624	42534	D013739
DB00624	42534	D043343
DB00625	119486	C098320
DB00626	35862	D001414
DB00627	15940	D009525
DB00627	32544	D009525
DB00628	3761	D003009
DB00628	3762	D003009
DB00628	59590	D003009
DB00628	59591	D003009
DB00630	2566	D019386
DB00630	2567	D019386
DB00630	50647	D019386
DB00631	681569	C068329
DB00632	31000	C529236
DB00633	31472	D020927
DB00633	4466	D020927
DB00633	48552	D020927
DB00633	48555	D020927
DB00633	48556	D020927
DB00633	48557	D020927
DB00634	63845	D013409
DB00634	63857	D013409
DB00634	63858	D013409
DB00634	9327	D013409
DB00635	8382	D011241
DB00636	3750	D002994
DB00637	2896	D016589
DB00639	3240	C017125
DB00639	3241	C017125
DB00639	59287	C017125
DB00639	59288	C017125
DB00639	59289	C017125
DB00639	59290	C017125
DB00639	61263	C017125
DB00640	16335	D000241
DB00640	16335	D000249
DB00640	16335	D000255
DB00640	45327	D000241
DB00640	45327	D000249
DB00640	45327	D000255
DB00640	46515	D000241
DB00640	46515	D000249
DB00640	46515	D000255
DB00641	9150	D019821
DB00642	63616	D000068437
DB00642	63722	D000068437
DB00642	63723	D000068437
DB00642	63724	D000068437
DB00643	6704	D008463
DB00644	5520	D007987
DB00645	4724	C100063
DB00645	4725	C100063
DB00646	7660	D009761
DB00647	51173	C084813
DB00647	51173	D011431
DB00647	51174	C084813
DB00647	51174	D011431
DB00647	51176	C084813
DB00647	51176	D011431
DB00647	51178	C084813
DB00647	51178	D011431
DB00647	51179	C084813
DB00647	51179	D011431
DB00647	77401	C084813
DB00647	77401	D011431
DB00647	8498	C084813
DB00647	8498	D011431
DB00649	63581	D018119
DB00650	15640	D002955
DB00650	57457	D002955
DB00650	63606	D002955
DB00650	65340	D002955
DB00651	4728	C010130
DB00651	4728	D004400
DB00651	59846	C010130
DB00651	59846	D004400
DB00651	59847	C010130
DB00651	59847	D004400
DB00653	16189	D008278
DB00653	18420	D008278
DB00653	26836	D008278
DB00653	32599	D008278
DB00653	45696	D008278
DB00654	6384	C072042
DB00655	17263	C009927
DB00655	17263	D004970
DB00656	9654	D014196
DB00656	9655	D014196
DB00658	18662	D000069603
DB00658	37144	D000069603
DB00658	37145	D000069603
DB00659	51041	C043877
DB00659	51042	C043877
DB00659	51128	C043877
DB00661	77733	D014700
DB00661	77734	D014700
DB00661	77736	D014700
DB00661	77737	D014700
DB00661	77739	D014700
DB00661	77741	D014700
DB00662	27796	C100146
DB00663	31620	C005565
DB00665	7573	C021277
DB00667	18295	C027556
DB00667	18295	D006632
DB00667	18367	C027556
DB00667	18367	D006632
DB00667	26078	C027556
DB00667	26078	D006632
DB00667	39745	C027556
DB00667	39745	D006632
DB00667	43474	C027556
DB00667	43474	D006632
DB00667	51193	C027556
DB00667	51193	D006632
DB00667	58432	C027556
DB00667	58432	D006632
DB00668	28918	C015173
DB00668	28918	D004837
DB00668	33568	C015173
DB00668	33568	D004837
DB00668	40751	C015173
DB00668	40751	D004837
DB00668	6213	C015173
DB00668	6213	D004837
DB00668	71406	C015173
DB00668	71406	D004837
DB00669	10650	D018170
DB00669	64359	D018170
DB00669	64364	D018170
DB00670	32014	D010890
DB00670	8247	D010890
DB00671	472657	D020682
DB00672	3650	D002747
DB00673	499361	C114556
DB00674	42944	D005702
DB00675	41774	D013629
DB00675	9397	D013629
DB00676	41237	C006723
DB00677	17941	D007531
DB00678	6541	D019808
DB00679	48566	D013881
DB00679	9566	D013881
DB00680	60937	D016293
DB00680	6997	D016293
DB00681	2682	C068538
DB00681	2682	D000666
DB00682	10033	D014859
DB00682	10034	D014859
DB00682	32301	D014859
DB00682	50393	D014859
DB00684	28864	D014031
DB00684	73678	D014031
DB00685	77568	C080163
DB00685	77569	C080163
DB00685	9763	C080163
DB00687	50885	C034635
DB00688	8764	C063008
DB00689	34613	D002507
DB00692	8081	D010646
DB00693	31624	D019793
DB00694	41977	D003630
DB00694	64677	D003630
DB00695	47426	D005665
DB00696	64318	D004878
DB00697	63629	C023754
DB00698	71415	D009582
DB00700	31547	C058465
DB00700	31547	C414690
DB00701	40050	C426859
DB00701	40050	C095108
DB00704	7465	D009271
DB00705	119573	D020008
DB00705	4379	D020008
DB00706	9398	C088482
DB00706	9399	C088482
DB00708	9316	D017409
DB00709	63577	D019259
DB00712	38666	C504422
DB00712	38666	D005480
DB00712	42446	C504422
DB00712	42446	D005480
DB00712	5130	C504422
DB00712	5130	D005480
DB00713	52132	D010068
DB00713	52134	D010068
DB00713	7809	D010068
DB00713	7810	D010068
DB00714	31228	D001058
DB00714	48538	D001058
DB00715	64194	D017374
DB00715	64197	D017374
DB00715	7936	D017374
DB00716	51029	D017835
DB00716	51030	D017835
DB00716	7492	D017835
DB00716	7493	D017835
DB00717	7627	C024262
DB00717	7627	C024319
DB00717	7627	D009640
DB00719	2946	C006656
DB00719	2947	C006656
DB00720	110423	D004002
DB00720	59585	D004002
DB00720	59586	D004002
DB00720	59587	D004002
DB00721	52154	D011343
DB00721	52160	D011343
DB00721	8430	D011343
DB00722	43755	D017706
DB00722	6503	D017706
DB00724	36704	C056493
DB00725	15858	C056244
DB00725	47266	C056244
DB00725	50373	C056244
DB00726	35030	D014299
DB00726	9738	D014299
DB00727	28787	D005996
DB00728	8884	C061870
DB00728	8885	C061870
DB00729	17760	C028209
DB00729	58261	C028209
DB00729	59782	C028209
DB00730	45979	D013827
DB00731	31897	C060142
DB00732	2914	D001279
DB00732	2915	D001279
DB00732	3721	D001279
DB00733	32038	C028797
DB00733	50240	C028797
DB00733	8354	C028797
DB00733	8355	C028797
DB00734	8871	D018967
DB00735	7451	C029178
DB00736	50275	D064098
DB00736	77260	D064098
DB00736	77262	D064098
DB00738	45081	D010419
DB00738	64383	D010419
DB00738	7977	D010419
DB00739	34789	C100115
DB00739	52059	C100115
DB00739	5683	C100115
DB00741	17650	C033014
DB00741	17650	C029109
DB00741	17650	C063919
DB00741	17650	C038363
DB00741	17650	C021650
DB00741	17650	D006854
DB00742	16813	C497843
DB00742	16813	D008353
DB00742	16899	C497843
DB00742	16899	D008353
DB00742	17459	C497843
DB00742	17459	D008353
DB00742	17924	C497843
DB00742	17924	D008353
DB00742	18202	C497843
DB00742	18202	D008353
DB00742	28789	C497843
DB00742	28789	D008353
DB00742	38030	C497843
DB00742	38030	D008353
DB00743	49618	
DB00743	59732	
DB00744	10112	C063449
DB00745	77585	C048833
DB00745	77590	C048833
DB00745	77591	C048833
DB00746	31460	D003676
DB00746	4356	D003676
DB00747	16794	D012601
DB00747	61269	D012601
DB00747	61271	D012601
DB00747	61272	D012601
DB00748	31353	C004649
DB00748	3398	C004649
DB00748	59328	C004649
DB00748	59329	C004649
DB00748	59330	C004649
DB00749	4909	D017308
DB00749	60370	D017308
DB00749	60371	D017308
DB00750	32053	D011318
DB00750	8404	D011318
DB00751	51032	C053090
DB00751	51035	C053090
DB00751	51036	C053090
DB00751	51037	C053090
DB00753	6015	D007530
DB00754	4888	C084606
DB00754	60359	C084606
DB00754	60360	C084606
DB00755	15036	C089853
DB00755	15036	D014212
DB00755	15367	C089853
DB00755	15367	D014212
DB00755	26536	C089853
DB00755	26536	D014212
DB00755	35291	C089853
DB00755	35291	D014212
DB00755	46856	C089853
DB00755	46856	D014212
DB00755	50648	C089853
DB00755	50648	D014212
DB00755	6067	C089853
DB00755	6067	D014212
DB00755	78630	C089853
DB00755	78630	D014212
DB00756	5693	D006582
DB00758	3759	C055162
DB00758	37941	C055162
DB00759	27902	D013752
DB00759	71392	D013752
DB00759	77932	D013752
DB00760	43968	C059500
DB00760	6770	C059500
DB00761	17883	D011189
DB00761	17996	D011189
DB00761	29103	D011189
DB00761	32588	D011189
DB00763	50673	D008713
DB00764	6970	
DB00765	6912	D019805
DB00766	487869	D019818
DB00766	48947	D019818
DB00767	27662	C100234
DB00767	36381	C100234
DB00767	36382	C100234
DB00769	50851	
DB00769	50854	
DB00770	15544	D000527
DB00770	57397	D000527
DB00771	3743	C054940
DB00771	3744	C054940
DB00772	6651	D008294
DB00773	4911	C061400
DB00773	4911	D005047
DB00775	9605	C078823
DB00775	9606	C078823
DB00776	7824	C036006
DB00777	8491	C084591
DB00777	8492	C084591
DB00778	32109	D015575
DB00778	48844	D015575
DB00778	48935	D015575
DB00779	100147	D009268
DB00779	62070	D009268
DB00781	8309	D011112
DB00783	16469	C023482
DB00783	16469	C002027
DB00783	16469	C008958
DB00783	16469	C015854
DB00783	16469	D004958
DB00783	17160	C023482
DB00783	17160	C002027
DB00783	17160	C008958
DB00783	17160	C015854
DB00783	17160	D004958
DB00783	23965	C023482
DB00783	23965	C002027
DB00783	23965	C008958
DB00783	23965	C015854
DB00783	23965	D004958
DB00784	6717	D008528
DB00786	50662	C100342
DB00787	2453	D000212
DB00788	59527	D009288
DB00788	7476	D009288
DB00789	31797	D019786
DB00789	35739	D019786
DB00789	35745	D019786
DB00789	35752	D019786
DB00789	35760	D019786
DB00789	35762	D019786
DB00789	35764	D019786
DB00789	49618	D019786
DB00789	59732	D019786
DB00790	77655	D020913
DB00790	78000	D020913
DB00790	8024	D020913
DB00790	8025	D020913
DB00791	9884	D014499
DB00794	8412	D011324
DB00795	9334	D012460
DB00796	3347	C077793
DB00797	28502	D014043
DB00798	27412	D005839
DB00799	32184	C086827
DB00800	5002	D018818
DB00802	2569	D015760
DB00804	4514	D004025
DB00804	4515	D004025
DB00805	51038	C006149
DB00805	51040	C006149
DB00808	5893	D007190
DB00810	3112	C036432
DB00810	3112	D001712
DB00810	59171	C036432
DB00810	59171	D001712
DB00811	63580	D012254
DB00812	48574	D010653
DB00813	119915	D005283
DB00813	31602	D005283
DB00814	6741	C065757
DB00815	23872	
DB00815	29101	
DB00815	45599	
DB00815	8984	
DB00816	83329	D009921
DB00816	83330	D009921
DB00816	83331	D009921
DB00816	83333	D009921
DB00816	83337	D009921
DB00816	83338	D009921
DB00816	83340	D009921
DB00818	44915	D015742
DB00819	27690	D000086
DB00820	71940	D000068581
DB00821	364453	C007005
DB00821	59206	C007005
DB00821	59207	C007005
DB00822	4659	D004221
DB00823	31580	C014546
DB00823	31580	D005040
DB00824	126237	C034347
DB00825	15402	D008610
DB00825	15409	D008610
DB00825	18451	D008610
DB00825	25187	D008610
DB00825	76306	D008610
DB00827	3716	D002937
DB00828	28915	D005578
DB00828	62247	D005578
DB00828	62419	D005578
DB00829	49575	D003975
DB00830	8067	D010633
DB00831	32259	D014268
DB00831	45951	D014268
DB00831	9710	D014268
DB00833	3478	D002433
DB00834	50692	D015735
DB00835	3183	D001977
DB00835	3184	D001977
DB00835	59269	D001977
DB00835	59273	D001977
DB00836	6532	D008139
DB00838	59582	
DB00839	9613	D014042
DB00841	4670	D004280
DB00841	4671	D004280
DB00841	59804	D004280
DB00841	59805	D004280
DB00842	7823	D010076
DB00843	4696	C076946
DB00843	53289	C076946
DB00843	53290	C076946
DB00843	53292	C076946
DB00844	7454	D009266
DB00844	7455	D009266
DB00845	3749	D002991
DB00847	17141	D003543
DB00847	50386	D003543
DB00847	58029	D003543
DB00848	6432	D007978
DB00848	6432	D013773
DB00848	77278	D007978
DB00848	77278	D013773
DB00848	77282	D007978
DB00848	77282	D013773
DB00849	6758	D008618
DB00850	34912	D010546
DB00850	8028	D010546
DB00851	4305	D003606
DB00852	15407	D054199
DB00852	51209	D054199
DB00852	57295	D054199
DB00853	72564	C047246
DB00854	29133	D007981
DB00855	12109	D000622
DB00855	17549	D000622
DB00855	356416	D000622
DB00856	3642	C015071
DB00856	3642	D002743
DB00856	59479	C015071
DB00856	59479	D002743
DB00856	59480	C015071
DB00856	59480	D002743
DB00857	77614	C041359
DB00857	77615	C041359
DB00857	9448	C041359
DB00858	34838	C100263
DB00858	34838	C007561
DB00859	50868	D010396
DB00859	50869	D010396
DB00859	7959	D010396
DB00860	8378	C023724
DB00860	8378	C003312
DB00860	8378	C080069
DB00860	8378	C021322
DB00860	8378	C009021
DB00860	8378	C009935
DB00860	8378	C035287
DB00860	8378	C009022
DB00860	8378	D011238
DB00860	8378	D011239
DB00861	39669	D004061
DB00862	46295	D000069058
DB00863	8776	D011899
DB00863	8777	D011899
DB00864	61049	D016559
DB00864	61057	D016559
DB00865	3044	D001589
DB00865	59169	D001589
DB00866	31191	D000526
DB00866	51211	D000526
DB00868	3032	C029755
DB00869	4702	C062765
DB00869	4703	C062765
DB00870	9362	D013496
DB00871	9449	D013726
DB00872	31430	C106389
DB00872	681850	C106389
DB00873	50848	D000069559
DB00875	5121	D005475
DB00876	4814	C068373
DB00876	48409	C068373
DB00877	9168	C401859
DB00877	9168	D020123
DB00878	3614	C010882
DB00878	3614	D002710
DB00879	31536	D000068679
DB00880	3640	D002740
DB00881	8713	C041125
DB00881	8713	C054501
DB00881	8714	C041125
DB00881	8714	C054501
DB00882	3752	D002996
DB00882	3753	D002996
DB00883	6061	D007548
DB00887	3213	D002034
DB00888	28925	D008466
DB00888	55368	D008466
DB00889	5537	D017829
DB00890	4518	D004028
DB00891	132842	D013427
DB00892	309594	C005298
DB00892	31260	C005298
DB00894	9460	D013738
DB00895	16855	
DB00895	18019	
DB00895	25094	
DB00895	32550	
DB00895	32551	
DB00895	32552	
DB00895	32556	
DB00895	32557	
DB00895	32558	
DB00895	32563	
DB00895	32564	
DB00895	32565	
DB00895	59297	
DB00897	9674	D014229
DB00898	16236	D000431
DB00899	32091	C071741
DB00899	8802	C071741
DB00900	490877	D016049
DB00901	3133	C011685
DB00901	3134	C011685
DB00901	59188	C011685
DB00901	59189	C011685
DB00901	59190	C011685
DB00901	59191	C011685
DB00903	4876	D004976
DB00905	51230	D000069580
DB00907	27958	D003042
DB00907	60056	D003042
DB00907	613010	D003042
DB00908	137041	C047144
DB00908	137041	C016713
DB00908	137041	D011802
DB00908	15854	C047144
DB00908	15854	C016713
DB00908	15854	D011802
DB00908	28593	C047144
DB00908	28593	C016713
DB00908	28593	D011802
DB00909	10127	C022189
DB00910	7931	C084656
DB00911	63627	D014011
DB00913	61203	C100232
DB00913	61207	C100232
DB00913	61208	C100232
DB00914	8064	D010629
DB00915	2618	D000547
DB00915	48320	D000547
DB00916	64682	D008795
DB00916	6909	D008795
DB00917	15551	D015232
DB00917	606564	D015232
DB00918	520985	C409045
DB00918	53781	C409045
DB00919	77315	D000198
DB00919	9215	D000198
DB00919	9216	D000198
DB00919	9217	D000198
DB00921	3216	D002047
DB00921	652822	D002047
DB00922	50567	C076731
DB00923	3495	C012653
DB00924	3996	C004704
DB00924	3997	C004704
DB00926	4913	D005050
DB00927	4975	D015738
DB00927	50377	D015738
DB00928	2038	D001374
DB00929	63691	D016595
DB00929	63695	D016595
DB00929	63698	D016595
DB00929	63700	D016595
DB00929	63705	D016595
DB00933	6780	C529599
DB00933	6780	D008653
DB00933	6781	C529599
DB00933	6781	D008653
DB00935	77716	D010109
DB00935	7862	D010109
DB00935	7863	D010109
DB00936	16914	C015075
DB00936	16914	C017959
DB00936	16914	D001241
DB00936	16914	D012980
DB00936	16914	D020156
DB00936	30762	C015075
DB00936	30762	C017959
DB00936	30762	D001241
DB00936	30762	D012980
DB00936	30762	D020156
DB00937	4530	D004053
DB00937	59746	D004053
DB00937	59747	D004053
DB00937	643703	D004053
DB00938	64062	D000068299
DB00938	64063	D000068299
DB00938	64064	D000068299
DB00939	6710	D008469
DB00939	76230	D008469
DB00939	76232	D008469
DB00941	42266	C005034
DB00942	59692	C012262
DB00942	59693	C012262
DB00942	59706	C012262
DB00942	59707	C012262
DB00942	59709	C012262
DB00942	59710	C012262
DB00943	10101	D016047
DB00944	4391	C100193
DB00944	59719	C100193
DB00945	13719	D001241
DB00945	15365	D001241
DB00946	50438	D010644
DB00947	31638	C070081
DB00948	52066	D008802
DB00948	52067	D008802
DB00948	52068	D008802
DB00948	6919	D008802
DB00949	4995	C047360
DB00950	5050	C093230
DB00951	6030	D007538
DB00952	7478	C106783
DB00952	7479	C106783
DB00953	48273	C093622
DB00954	474014	C053853
DB00955	7528	D009428
DB00956	5779	D006853
DB00956	5780	D006853
DB00957	50815	C017576
DB00958	16134	D016190
DB00958	28938	D016190
DB00958	31355	D016190
DB00958	35690	D016190
DB00958	35691	D016190
DB00958	35694	D016190
DB00958	49832	D016190
DB00959	50366	C052305
DB00959	50366	C078007
DB00959	50366	C000873
DB00959	50366	D008775
DB00959	50366	D008776
DB00959	6888	C052305
DB00959	6888	C078007
DB00959	6888	C000873
DB00959	6888	D008775
DB00959	6888	D008776
DB00960	48280	D010869
DB00960	48281	D010869
DB00960	8214	D010869
DB00961	6759	D008619
DB00961	6760	D008619
DB00962	10102	C085665
DB00963	140536	C053083
DB00963	240107	C053083
DB00963	59175	C053083
DB00963	59176	C053083
DB00964	2788	C016986
DB00964	2789	C016986
DB00966	9434	C084178
DB00967	291342	C121345
DB00968	61058	D008750
DB00969	253342	C090840
DB00969	53783	C090840
DB00970	27666	D003609
DB00972	2950	C020976
DB00972	2951	C020976
DB00972	55362	C020976
DB00972	55363	C020976
DB00973	49040	D000069438
DB00974	42191	D004492
DB00974	63131	D004492
DB00974	64755	D004492
DB00975	4653	D004176
DB00977	4903	D004997
DB00978	116278	C053091
DB00978	6518	C053091
DB00979	4024	D003519
DB00979	4025	D003519
DB00979	59688	D003519
DB00979	59689	D003519
DB00979	59690	D003519
DB00979	59691	D003519
DB00981	27953	C026718
DB00981	27953	D010830
DB00981	48883	C026718
DB00981	48883	D010830
DB00982	15036	D015474
DB00982	15367	D015474
DB00982	26536	D015474
DB00982	35291	D015474
DB00982	46856	D015474
DB00982	50648	D015474
DB00982	6067	D015474
DB00982	78630	D015474
DB00983	408174	D000068759
DB00983	63081	D000068759
DB00983	63082	D000068759
DB00983	63107	D000068759
DB00983	63108	D000068759
DB00983	63109	D000068759
DB00983	63110	D000068759
DB00984	7468	C008580
DB00985	34720	D004111
DB00985	4604	D004111
DB00985	4636	D004111
DB00985	4637	D004111
DB00985	59778	D004111
DB00987	17562	C015019
DB00987	17562	C061162
DB00987	17562	D003561
DB00987	28680	C015019
DB00987	28680	C061162
DB00987	28680	D003561
DB00988	18243	C052143
DB00988	18243	D004295
DB00988	18243	D007980
DB00988	18243	D004298
DB00988	59905	C052143
DB00988	59905	D004295
DB00988	59905	D007980
DB00988	59905	D004298
DB00989	64358	D000068836
DB00989	64363	D000068836
DB00989	8874	D000068836
DB00990	4953	C056516
DB00991	7822	C008729
DB00992	60641	C114767
DB00992	724125	C114767
DB00993	2948	D001379
DB00994	53634	D009355
DB00994	53636	D009355
DB00994	53637	D009355
DB00994	65077	D009355
DB00994	7508	D009355
DB00995	2922	D001310
DB00995	39971	D001310
DB00995	49482	D001310
DB00996	42797	C493250
DB00996	42797	C040029
DB00997	28748	C506643
DB00997	28748	D004317
DB00997	41983	C506643
DB00997	41983	D004317
DB00997	47898	C506643
DB00997	47898	D004317
DB00997	64816	C506643
DB00997	64816	D004317
DB00999	5778	D006852
DB01000	31444	D003493
DB01001	2549	D000420
DB01001	8746	D000420
DB01002	31322	C476513
DB01002	31772	C476513
DB01002	3215	C476513
DB01002	60789	C476513
DB01002	60790	C476513
DB01002	6149	C476513
DB01002	77431	C476513
DB01002	77441	C476513
DB01002	77442	C476513
DB01002	77449	C476513
DB01002	77453	C476513
DB01002	77454	C476513
DB01002	77455	C476513
DB01002	77457	C476513
DB01002	77458	C476513
DB01002	77459	C476513
DB01003	128458	D004205
DB01003	59039	D004205
DB01003	59773	D004205
DB01003	59774	D004205
DB01004	465284	D015774
DB01005	44423	D006918
DB01006	6413	C067431
DB01007	77898	C020527
DB01007	77903	C020527
DB01007	77905	C020527
DB01008	28901	D002066
DB01009	6128	D007660
DB01009	76128	D007660
DB01010	251408	D004491
DB01010	4759	D004491
DB01011	44241	D008797
DB01012	48390	D000069449
DB01012	48391	D000069449
DB01013	31414	D002990
DB01014	267413	C038637
DB01014	59164	C038637
DB01014	59165	C038637
DB01015	9332	D013420
DB01016	5441	D005905
DB01017	50694	D008911
DB01017	50697	D008911
DB01017	71337	D008911
DB01017	77906	D008911
DB01019	3084	D018723
DB01019	3085	D018723
DB01019	59260	D018723
DB01019	59261	D018723
DB01019	59262	D018723
DB01019	59263	D018723
DB01020	6062	C030397
DB01022	18067	D014812
DB01023	585948	D015736
DB01024	168396	C063008
DB01024	168396	D009173
DB01024	62932	C063008
DB01024	62932	D009173
DB01024	67155	C063008
DB01024	67155	D009173
DB01025	31205	C045742
DB01026	47518	D007654
DB01026	47520	D007654
DB01026	48336	D007654
DB01026	48339	D007654
DB01026	48344	D007654
DB01028	6843	D008733
DB01029	5959	C081309
DB01030	63632	D019772
DB01031	4884	C100198
DB01032	8426	D011339
DB01033	2208	D015122
DB01033	31822	D015122
DB01033	50667	D015122
DB01034	171741	D002569
DB01035	8428	D011342
DB01035	8429	D011342
DB01036	32245	D000068737
DB01036	9622	D000068737
DB01037	50217	D012642
DB01037	50350	D012642
DB01037	51099	D012642
DB01037	9086	D012642
DB01037	9087	D012642
DB01038	51235	
DB01038	51241	
DB01039	5001	D011345
DB01040	1157	C100274
DB01040	61904	C100274
DB01041	61917	D013792
DB01041	61918	D013792
DB01041	74947	D013792
DB01041	9513	D013792
DB01042	28876	D008558
DB01043	64312	D008559
DB01043	64323	D008559
DB01043	64325	D008559
DB01044	5280	C078049
DB01044	53560	C078049
DB01044	53562	C078049
DB01045	28077	D012293
DB01045	71365	D012293
DB01048	2361	C106538
DB01048	421707	C106538
DB01049	25224	
DB01049	27376	
DB01050	43415	C016106
DB01050	43415	D007052
DB01050	43415	C052308
DB01050	43415	C020176
DB01050	47835	C016106
DB01050	47835	D007052
DB01050	47835	C052308
DB01050	47835	C020176
DB01050	5855	C016106
DB01050	5855	D007052
DB01050	5855	C052308
DB01050	5855	C020176
DB01051	28368	D009675
DB01051	71339	D009675
DB01053	18208	C016646
DB01053	18208	D010400
DB01053	18208	D010406
DB01053	18208	D010401
DB01053	18208	D010402
DB01053	51352	C016646
DB01053	51352	D010400
DB01053	51352	D010406
DB01053	51352	D010401
DB01053	51352	D010402
DB01053	51354	C016646
DB01053	51354	D010400
DB01053	51354	D010406
DB01053	51354	D010401
DB01053	51354	D010402
DB01053	51765	C016646
DB01053	51765	D010400
DB01053	51765	D010406
DB01053	51765	D010401
DB01053	51765	D010402
DB01053	52139	C016646
DB01053	52139	D010400
DB01053	52139	D010406
DB01053	52139	D010401
DB01053	52139	D010402
DB01053	52151	C016646
DB01053	52151	D010400
DB01053	52151	D010406
DB01053	52151	D010401
DB01053	52151	D010402
DB01053	52154	C016646
DB01053	52154	D010400
DB01053	52154	D010406
DB01053	52154	D010401
DB01053	52154	D010402
DB01053	7963	C016646
